stock,market,model_type,RMSE,MAE,MAPE,Directional_Accuracy
CSEALL,Sri_Lanka,LSTM,0.19030622142081605,0.1656340046531482,19.8896791769269,66.66666666666666
CSEALL,Sri_Lanka,Technical_Transformer,0.21764997673515504,0.1760256602174564,21.18239734991708,51.28205128205128
